file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,208,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,16
style.css,209,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,12
style.css,210,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,20
style.css,211,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,43
style.css,212,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,0
style.css,213,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,35
style.css,214,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,12
style.css,215,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,16
style.css,216,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,25
style.css,217,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,0
style.css,218,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,34
style.css,219,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,15
style.css,220,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,17
style.css,221,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,0
style.css,222,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,0
style.css,223,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,0
style.css,224,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,0,27
style.css,225,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,15
style.css,226,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,9
style.css,227,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,9
style.css,228,css,e23f060c,Parth Shinde,2025-04-19,18:28:33,-07:00,2025-04-19T18:28:33-07:00,1,15
